species,tree,branch,date,parent,no_daughters,order,length_cm,path_length,tot_length,diameter_mm,area,path_area,tot_area,volume,path_volume,tot_volume,path_length_plus,tot_length_plus,area_plus,tot_area_plus,volume_plus,tot_volume_plus,no_twigs,tot_no_twigs,no_spurs,no_scars,stem_m,path_stem_m,tot_stem_m,twig_m,tot_twig_m,leaf_m,flower_m,length_ratio,path_ratio,diameter_ratio,mass_ratio,summass_ratio,area_ratio,bearing,opp_length_cm,declination,root_dia
apple,13,6,,1,1,2,137,177,177,58.6,25221.3,30348.4,30348.4,369492.5,421788.7,421788.7,185.5,752.5,25221.3,30348.4,369492.5,421788.7,14,25,6,29,2363.9,2725,2725,1151.1,1617.9,,,1.803,0.401,0.434,0.316,0.109,0.485,140,,15,
apple,13,7,,6,0,3,40,40,40,40.8,5127.1,5127.1,5127.1,52296.2,52296.2,52296.2,48.5,615.5,5127.1,8743.1,52296.2,54104.2,11,11,4,6,361.1,361.1,361.1,466.8,466.8,,,0.292,0.261,0.696,0.153,0.133,NA,160,,-35,
apple,13,8,,1,2,1,62,341,1269,107.9,21016.6,74635.8,152859.1,566923.5,1481676.6,2034251.9,387,8405,21016.6,152859.1,566923.5,2034251.9,6,156,1,18,2844.7,8511.4,11869.8,283.2,1882.3,,,0.816,0.836,0.799,0.38,0.473,0.883,0,,90,
apple,13,9,,8,0,2,121,121,121,28.9,10985.8,10985.8,10985.8,79372.7,79372.7,79372.7,121,1042.5,10985.8,16775.8,79372.7,82267.7,18,18,8,17,430.4,430.4,430.4,177.7,177.7,,,1.952,0.313,0.268,0.151,0.036,NA,0,,5,
apple,13,10,,8,3,1,22,279,1086,97.2,6718,53619.2,120856.7,163247,914753.1,1387955.7,325,7300.5,6718,120856.7,163247,1387955.7,2,132,3,5,1044,5666.7,8594.7,287.1,1421.4,,,0.355,0.84,0.901,0.367,0.724,1.032,0,,90,
apple,13,11,,10,1,2,44,120,120,39.6,5473.9,13448.5,13448.5,54191.7,120779.8,120779.8,120,602.5,5473.9,13448.5,54191.7,120779.8,5,19,1,6,414.9,830.7,830.7,115.2,576.6,,,2,0.369,0.407,0.397,0.097,0.711,60,,10,
apple,13,12,,10,0,3,72,72,72,20.9,4727.5,4727.5,4727.5,24701,24701,24701,166,543,4727.5,7686.9,24701,26180.7,17,17,3,3,183.1,183.1,183.1,0,0,,,3.273,0.511,0.215,0.175,0.021,NA,330,,45,
apple,13,13,,11,0,2,76,76,76,33.4,7974.6,7974.6,7974.6,66588.1,66588.1,66588.1,76,558.5,7974.6,11006.2,66588.1,68103.9,14,14,3,12,415.8,415.8,415.8,461.4,461.4,,,1.727,0.633,0.843,1.002,0.501,NA,50,,-25,
apple,13,14,,10,4,1,38,257,872,88,10505.5,46901.2,95962.7,231120.7,751506.1,1079227.9,303,6133,10505.5,95962.7,231120.7,1079227.9,2,94,1,11,1325.7,4622.7,6536.9,0,557.7,,,1.727,0.932,0.905,1.27,0.761,0.904,220,,65,
apple,13,15,,14,0,2,136,136,136,32.8,14014,14014,14014,114914.9,114914.9,114914.9,136,1344,14014,21604.1,114914.9,118709.9,14,14,6,18,635.1,635.1,635.1,0,0,,,3.579,0.449,0.373,0.479,0.097,NA,20,,10,
apple,13,16,,14,0,2,119,119,119,17.1,6392.8,6392.8,6392.8,27329.3,27329.3,27329.3,179,461.5,6392.8,8544.8,27329.3,28405.3,8,8,15,9,169.9,169.9,169.9,0.6,0.6,,,3.132,0.591,0.194,0.128,0.026,NA,170,,10,
apple,13,17,,14,0,2,47,47,47,21.1,3115.5,3115.5,3115.5,16434.4,16434.4,16434.4,47,674.5,3115.5,7058.2,16434.4,18405.7,4,4,0,9,105.3,105.3,105.3,0,0,,,1.237,0.155,0.24,0.079,0.016,NA,200,,25,
apple,13,18,,14,2,1,18,219,532,72,4071.5,36395.7,61934.9,73287.1,520385.4,689428.6,265,3615,4071.5,61934.9,73287.1,689428.6,0,66,0,2,515.1,3297,4300.9,0,557.1,,,0.474,0.875,0.818,0.389,0.658,1.208,0,,90,
apple,13,19,,18,0,2,57,57,57,25.5,4566.3,4566.3,4566.3,29110.2,29110.2,29110.2,57,311.5,4566.3,6165.4,29110.2,29909.7,8,8,2,13,180.9,180.9,180.9,0,0,,,3.167,0.215,0.354,0.351,0.042,NA,330,,15,
apple,13,20,,18,2,1,39,201,457,74.9,9176.9,32324.2,53297.1,171837.6,447098.3,587031.3,247,3285.5,9176.9,53297.1,171837.6,587031.3,2,58,0,4,976.6,2781.9,3604.9,0,557.1,,,2.167,0.932,1.04,1.896,0.838,0.897,0,,90,
apple,13,21,,20,0,2,88,88,88,27.2,7519.7,7519.7,7519.7,51134.1,51134.1,51134.1,195.5,653.5,7519.7,11072.8,51134.1,52910.7,14,14,5,10,290.5,290.5,290.5,38.6,38.6,,,2.256,0.791,0.363,0.297,0.081,NA,340,,0,
apple,13,22,,20,4,1,21,162,330,65.5,4321.3,23147.3,36600.5,70760.6,275260.7,364059.6,208,2593,4321.3,36600.5,70760.6,364059.6,1,42,2,6,497.8,1805.3,2337.8,434.9,518.5,,,0.538,0.842,0.874,0.51,0.649,1.145,0,,90,
apple,13,23,,22,0,2,17,17,17,28.8,1538.1,1538.1,1538.1,11074.5,11074.5,11074.5,187,187,1538.1,2606.2,11074.5,11608.6,1,1,0,5,74.1,74.1,74.1,0,0,,,0.81,0.899,0.44,0.149,0.032,NA,220,,15,
apple,13,24,,22,0,2,76,76,76,20.2,4823,4823,4823,24356,24356,24356,76,296.5,4823,6208.4,24356,25048.7,7,7,0,16,144,144,144,0,0,,,3.619,0.365,0.308,0.289,0.062,NA,310,,40,
apple,13,25,,22,0,2,75,75,75,30.1,7092.1,7092.1,7092.1,53368.4,53368.4,53368.4,137,651.5,7092.1,10714.4,53368.4,55179.5,18,18,0,6,314.4,314.4,314.4,0,0,,,3.571,0.659,0.46,0.632,0.134,NA,140,,25,
apple,13,26,,22,1,1,40,141,141,52.6,6609.9,18826,18826,86920.3,204500.1,204500.1,141,1437,6609.9,18826,86920.3,204500.1,0,15,2,13,626.3,1307.5,1307.5,83.6,83.6,,,1.905,0.678,0.803,1.258,0.559,0.536,220,,60,
apple,13,27,,26,0,2,101,101,101,38.5,12216.1,12216.1,12216.1,117579.8,117579.8,117579.8,101,1397,12216.1,20359.1,117579.8,121651.3,15,15,5,15,681.2,681.2,681.2,0,0,,,2.525,0.716,0.732,1.088,0.521,NA,300,,30,
apple,14,1,,0,5,1,73,413,3019,194.5,44605.9,159124.9,533892.3,2168962,5969727.5,10914622.9,553,24130.8,44605.9,533892.3,2168962,10914622.9,0,376,2,10,14532,37336.2,71206.3,0.6,21435.8,,,NA,NA,NA,NA,NA,1.287,0,,90,
apple,14,2,,1,2,2,53,247,360.5,82.5,13736.6,41168.1,62475.9,283317.7,644796.7,971314.3,312,2826,13736.6,62475.9,283317.7,971314.3,5,51,2,14,2366.4,5089.3,7021.8,117.3,387.7,,,0.726,0.564,0.424,0.163,0.099,0.979,30,,20,
apple,14,3,,2,0,3,7.5,7.5,7.5,37.5,883.6,883.6,883.6,8283.5,8283.5,8283.5,79.5,125.5,883.6,1625,8283.5,8654.2,3,3,0,3,79.5,79.5,79.5,270.4,270.4,,,0.142,0.255,0.455,0.034,0.011,NA,340,,-10,
apple,14,4,,2,2,2,61,194,300,72.5,13893.7,27431.5,47855.7,251823.2,361479,679713.1,259,2647.5,13893.7,47855.7,251823.2,679713.1,11,43,8,23,2029.9,2722.9,4575.9,0,0,,,1.151,0.83,0.879,0.858,0.652,1.219,10,,45,
apple,14,5,,4,0,3,133,133,133,32.4,13537.8,13537.8,13537.8,109655.8,109655.8,109655.8,186,1223,13537.8,20386.5,109655.8,113080.1,19,19,3,13,693,693,693,0,0,,,2.18,0.718,0.447,0.341,0.151,NA,90,,-5,
apple,14,6,,4,1,2,32,106,106,73.2,7358.9,20424.2,20424.2,134667.3,318234.1,318234.1,198,1363.5,7358.9,20424.2,134667.3,318234.1,4,13,1,18,781.7,1853,1853,0,0,,,0.525,0.764,1.01,0.385,0.405,0.589,0,,55,
apple,14,7,,6,0,2,74,74,74,56.2,13065.3,13065.3,13065.3,183566.8,183566.8,183566.8,166,1331.5,13065.3,20966.4,183566.8,187517.4,9,9,12,13,1071.3,1071.3,1071.3,0,0,,,2.312,0.838,0.768,1.37,0.578,NA,10,,35,
apple,14,8,,1,2,2,89,317,468.5,86.5,24185.6,62940.3,74156.9,523012.5,1080445.7,1146625.5,441,2768.5,24185.6,74156.9,523012.5,1146625.5,13,58,5,42,3428.7,7117.4,7576.3,0,1183.1,,,1.219,0.797,0.445,0.236,0.106,0.781,120,,30,
apple,14,9,,8,0,3,50.5,50.5,50.5,22.3,3537.9,3537.9,3537.9,19723.8,19723.8,19723.8,50.5,387,3537.9,5652.2,19723.8,20780.9,6,6,1,9,129.2,129.2,129.2,189.6,189.6,,,0.567,0.115,0.258,0.038,0.017,NA,170,,25,
apple,14,10,,8,2,2,49.5,228,329,73.1,11367.7,38754.7,46433.4,207744.6,557433.2,603889.2,352,2292.5,11367.7,46433.4,207744.6,603889.2,2,39,3,11,1530.1,3688.7,4018.4,233.1,993.5,,,0.556,0.798,0.845,0.446,0.53,0.765,90,,5,
apple,14,11,,10,0,3,101,101,101,24.2,7678.7,7678.7,7678.7,46456,46456,46456,227,1057,7678.7,13685.4,46456,49459.4,9,9,8,12,329.7,329.7,329.7,0,0,,,2.04,0.645,0.331,0.215,0.082,NA,30,,20,
apple,14,12,,10,1,2,90,178.5,178.5,59.2,16738.4,27387,27387,247728.4,349688.6,349688.6,302.5,1186,16738.4,27387,247728.4,349688.6,11,28,3,24,1540.9,2158.6,2158.6,0,760.4,,,1.818,0.859,0.81,1.007,0.537,0.419,110,,35,
apple,14,13,,12,0,2,88.5,88.5,88.5,38.3,10648.6,10648.6,10648.6,101960.2,101960.2,101960.2,212.5,1096,10648.6,16978.9,101960.2,105125.4,17,17,3,6,617.7,617.7,617.7,760.4,760.4,,,0.983,0.702,0.647,0.401,0.286,NA,90,,30,
apple,14,14,,1,2,2,56,247,308,65.4,11505.8,38402.2,43097.3,188119.3,511429.5,540187.1,247,1550.5,11505.8,43097.3,188119.3,540187.1,6,39,5,14,1172.6,3032.6,3261.6,102.3,1696.6,,,0.767,0.447,0.336,0.081,0.046,1.283,170,,0,
apple,14,15,,14,0,3,61,61,61,24.5,4695.1,4695.1,4695.1,28757.6,28757.6,28757.6,141,272,4695.1,6020.9,28757.6,29420.5,7,7,3,12,229,229,229,359.6,359.6,,,1.089,0.571,0.375,0.195,0.07,NA,140,,-10,
apple,14,16,,14,1,2,36,191,191,69.9,7905.5,26896.4,26896.4,138148.7,323310.2,323310.2,191,1222.5,7905.5,26896.4,138148.7,323310.2,4,26,5,7,714.8,1860,1860,518.1,1234.7,,,0.643,0.773,1.069,0.61,0.57,0.311,210,,25,
apple,14,17,,16,0,2,155,155,155,39,18990.9,18990.9,18990.9,185161.5,185161.5,185161.5,155,1186.5,18990.9,25472,185161.5,188402.1,22,22,7,16,1145.2,1145.2,1145.2,716.6,716.6,,,4.306,0.812,0.558,1.602,0.616,NA,170,,15,
apple,14,18,,1,1,2,130,233,233,69.7,28466,40632.8,40632.8,496019.5,610387,610387,233,1801.5,28466,40632.8,496019.5,610387,17,27,3,35,2787.7,3671.5,3671.5,1331.3,2485.9,,,1.781,0.421,0.358,0.192,0.052,0.291,250,,5,
apple,14,19,,18,0,2,103,103,103,37.6,12166.8,12166.8,12166.8,114367.5,114367.5,114367.5,103,1671.5,12166.8,22022,114367.5,119295.1,10,10,15,16,883.8,883.8,883.8,1154.6,1154.6,,,0.792,0.442,0.539,0.317,0.241,NA,210,,20,
apple,14,20,,1,2,1,63,340,1576,159,31469.3,114519,268923.5,1250906,3800765.5,5477147,480,15111.3,31469.3,268923.5,1250906,5477147,6,201,10,21,7832.5,22804.2,35143.1,157.5,15681.9,,,0.863,0.868,0.817,0.539,0.494,1.06,0,,90,
apple,14,21,,20,0,2,130,130,130,29.7,12129.7,12129.7,12129.7,90062.9,90062.9,90062.9,239,762.5,12129.7,16103.8,90062.9,92050,16,16,0,19,625.8,625.8,625.8,451.5,451.5,,,2.063,0.498,0.187,0.08,0.018,NA,0,,5,
apple,14,22,,20,4,1,39,277,1383,161,19726.1,83049.7,225324.5,793973.9,2549859.5,4136178.1,417,14285.8,19726.1,225324.5,793973.9,4136178.1,6,179,10,12,4522.4,14971.7,26684.8,526.6,15072.9,,,0.619,0.869,1.013,0.577,0.759,1.018,0,,90,
apple,14,23,,22,0,2,184,184,184,47.4,27399.7,27399.7,27399.7,324686.6,324686.6,324686.6,184,1562.5,27399.7,36061.1,324686.6,329017.3,19,19,10,20,1793.4,1793.4,1793.4,1663.6,1663.6,,,4.718,0.441,0.294,0.397,0.067,NA,140,,0,
apple,14,24,,22,0,2,200,200,200,49.5,31101.8,31101.8,31101.8,384884.4,384884.4,384884.4,335,2368.5,31101.8,44726.9,384884.4,391696.9,20,20,13,36,2309.6,2309.6,2309.6,1740.1,1740.1,,,5.128,0.803,0.307,0.511,0.087,NA,70,,25,
apple,14,25,,22,0,2,175,175,175,48.6,26719.2,26719.2,26719.2,324638.8,324638.8,324638.8,175,1581.3,26719.2,35555.2,324638.8,329056.8,26,26,6,26,1926.5,1926.5,1926.5,1665.8,1665.8,,,4.487,0.42,0.302,0.426,0.072,NA,330,,0,
apple,14,26,,22,2,1,55,238,785,139,24017.5,63323.6,120377.7,834607.3,1755885.6,2307994.4,378,8734.5,24017.5,120377.7,834607.3,2307994.4,6,108,8,16,4751.1,10449.3,16132.9,131.3,9476.8,,,1.41,0.906,0.863,1.051,0.605,0.91,0,,90,
apple,14,27,,26,0,2,115,115,115,26.3,9501.7,9501.7,9501.7,62474,62474,62474,250,922,9501.7,14572.2,62474,65009.3,20,20,0,14,801.6,801.6,801.6,745.5,745.5,,,2.091,0.661,0.189,0.169,0.05,NA,240,,0,
apple,14,28,,26,2,1,12.5,183,615,130,5105.1,39306.1,86858.5,165915.4,921278.3,1410913.1,323,7757.5,5105.1,86858.5,165915.4,1410913.1,0,82,1,3,969.3,5698.2,10580.2,0,8600,,,0.227,0.854,0.935,0.204,0.656,0.884,0,,90,
apple,14,29,,28,0,2,137,137,137,23.4,10071.3,10071.3,10071.3,58917.2,58917.2,58917.2,164.5,1792.5,10071.3,20473.1,58917.2,64118.1,23,23,7,16,1813.3,1813.3,1813.3,1785.5,1785.5,,,10.96,0.509,0.18,1.871,0.171,NA,180,,5,
apple,14,30,,28,2,1,18,170.5,465.5,120,6785.8,34201,71682.1,203575.2,755362.9,1186080.5,310.5,5952.5,6785.8,71682.1,203575.2,1186080.5,2,59,0,2,1234.8,4728.9,7797.6,1505,6814.5,,,1.44,0.961,0.923,1.274,0.737,1.002,0,,90,
apple,14,31,,30,0,2,100,100,100,34.6,10869.9,10869.9,10869.9,94024.7,94024.7,94024.7,215,1215,10869.9,17875.7,94024.7,97527.6,13,13,3,13,688.7,688.7,688.7,788.8,788.8,,,5.556,0.692,0.288,0.558,0.088,NA,10,,10,
apple,14,32,,30,2,1,15,152.5,347.5,115,5419.2,27415.2,54026.4,155803.4,551787.7,888480.6,292.5,4719.5,5419.2,54026.4,155803.4,888480.6,0,44,2,4,895.4,3494.1,5874.1,2.1,4520.7,,,0.833,0.942,0.958,0.725,0.753,0.887,0,,90,
apple,14,33,,32,0,2,110,110,110,33.5,11576.8,11576.8,11576.8,96955.4,96955.4,96955.4,194,977,11576.8,17024.3,96955.4,99679.2,16,16,5,20,698.7,698.7,698.7,1054.2,1054.2,,,7.333,0.663,0.291,0.78,0.119,NA,220,,20,
apple,14,34,,32,2,1,39,137.5,222.5,103,12619.8,21996,37030.4,324959.3,395984.3,635721.8,277.5,3727.5,12619.8,37030.4,324959.3,635721.8,5,28,4,15,1918.8,2598.7,4280,371,3464.4,,,2.6,0.949,0.896,2.143,0.729,0.85,0,,90,
apple,14,35,,34,0,2,98.5,98.5,98.5,30.3,9376.2,9376.2,9376.2,71025,71025,71025,238.5,1803,9376.2,20085.9,71025,76379.8,11,11,10,19,679.9,679.9,679.9,753.7,753.7,,,2.526,0.859,0.294,0.354,0.159,NA,340,,15,
apple,14,36,,34,1,1,23,85,85,90,6503.1,15034.4,15034.4,146319.7,239737.5,239737.5,85,1885.5,6503.1,15034.4,146319.7,239737.5,6,12,12,18,1000.5,1681.3,1681.3,1079.9,2339.7,,,0.59,0.306,0.874,0.521,0.393,0.237,0,,90,
apple,14,37,,36,0,2,62,62,62,43.8,8531.3,8531.3,8531.3,93417.8,93417.8,93417.8,62,1862.5,8531.3,19844.2,93417.8,99074.2,6,6,12,3,680.8,680.8,680.8,1259.8,1259.8,,,2.696,0.729,0.487,0.68,0.405,NA,230,,70,
apple,15,1,,0,5,1,85,448,2031,186,49668.6,135939.8,379917.5,2309589,4518758.6,7827343.8,604,17403,49668.6,379917.5,2309589,7827343.8,3,295,7,20,15214.1,29737.7,52695.6,37.5,21422.7,,,NA,NA,NA,NA,NA,1.173,0,,90,
apple,15,2,,1,3,2,43,188,350,83.7,11306.9,36907.7,56993.8,236597,596288.8,795310.7,188,5075,11306.9,56993.8,236597,795310.7,8,59,4,12,1578.7,4465.7,5644.4,236.8,3506.6,,,0.506,0.311,0.45,0.104,0.107,0.917,20,,10,
apple,15,3,,2,0,3,106,106,106,37.6,12521.1,12521.1,12521.1,117698.6,117698.6,117698.6,106,673,12521.1,16083.7,117698.6,119479.9,10,10,4,14,677.6,677.6,677.6,573,573,,,2.465,0.564,0.449,0.429,0.12,NA,90,,0,
apple,15,4,,2,0,2,145,145,145,56.2,25600.8,25600.8,25600.8,359691.8,359691.8,359691.8,145,3440,25600.8,46303.9,359691.8,370043.3,32,32,15,15,2887,2887,2887,1834.6,1834.6,,,3.372,0.771,0.671,1.829,0.511,NA,10,,15,
apple,15,5,,2,0,2,56,56,56,43,7565,7565,7565,81323.3,81323.3,81323.3,56,919,7565,12987.4,81323.3,84034.5,9,9,1,4,501.1,501.1,501.1,862.2,862.2,,,1.302,0.298,0.514,0.317,0.089,NA,350,,0,
apple,15,6,,1,2,2,36,256,314,90.2,10201.4,46976.1,54738.3,230041.1,772180.7,854848.6,256,1262,10201.4,54738.3,230041.1,854848.6,2,41,2,8,1794.6,5345.5,5895,1293.6,4787.2,,,0.424,0.424,0.485,0.118,0.112,1.012,150,,25,
apple,15,7,,6,0,3,58,58,58,42.6,7762.2,7762.2,7762.2,82667.9,82667.9,82667.9,131,654,7762.2,11507,82667.9,84540.3,7,7,4,11,549.5,549.5,549.5,933.2,933.2,,,1.611,0.512,0.472,0.306,0.093,NA,90,,10,
apple,15,8,,6,1,2,32,220,220,80.1,8052.5,36774.7,36774.7,161251.9,542139.6,542139.6,220,572,8052.5,36774.7,161251.9,542139.6,7,32,3,15,1114.7,3550.9,3550.9,186.5,2560.4,,,0.889,0.859,0.888,0.621,0.602,0.535,150,,45,
apple,15,9,,8,1,2,128.5,188,188,58.6,23656.5,28722.2,28722.2,346567.8,380887.7,380887.7,188,540,23656.5,28722.2,346567.8,380887.7,17,25,10,15,2078.1,2436.2,2436.2,1837,2373.9,,,4.016,0.855,0.732,1.864,0.686,0.214,100,,45,
apple,15,10,,9,0,2,59.5,59.5,59.5,27.1,5065.7,5065.7,5065.7,34319.9,34319.9,34319.9,59.5,411.5,5065.7,7277.4,34319.9,35425.7,8,8,8,6,358.1,358.1,358.1,536.9,536.9,,,0.463,0.316,0.462,0.172,0.147,NA,90,,15,
apple,15,11,,1,0,2,137,137,137,64.4,27717.6,27717.6,27717.6,446254.1,446254.1,446254.1,210,2699.5,27717.6,43818.3,446254.1,454304.4,17,17,24,42,3023.7,3023.7,3023.7,2232,2232,,,1.612,0.348,0.346,0.199,0.057,NA,220,,20,
apple,15,12,,1,2,2,153,244,297,62.1,29849.2,37911.2,42889.7,463409.1,520245.9,557460.1,244,1226,29849.2,42889.7,463409.1,557460.1,23,37,6,41,3259.9,3673.6,3879.4,1472.1,2190.8,,,1.8,0.404,0.334,0.214,0.074,0.438,300,,25,
apple,15,13,,12,0,3,53,53,53,29.9,4978.5,4978.5,4978.5,37214.2,37214.2,37214.2,62,382.5,4978.5,7048.8,37214.2,38249.4,5,5,3,9,205.8,205.8,205.8,290.9,290.9,,,0.346,0.254,0.481,0.063,0.053,NA,40,,35,
apple,15,14,,12,0,3,91,91,91,28.2,8062,8062,8062,56836.8,56836.8,56836.8,91,690.5,8062,11828.8,56836.8,58720.2,9,9,11,11,413.7,413.7,413.7,427.8,427.8,,,0.595,0.373,0.454,0.127,0.107,NA,300,,10,
apple,15,15,,1,2,1,88,363,848,132,36492.7,86271.2,147909.5,1204260.4,2209169.6,2863881.3,519,7055.5,36492.7,147909.5,1204260.4,2863881.3,24,138,22,37,8221.6,14523.6,19039,1293.6,8668.6,,,1.035,0.859,0.71,0.54,0.361,0.792,0,,90,
apple,15,16,,15,0,2,94,94,94,32.1,9479.4,9479.4,9479.4,76072.5,76072.5,76072.5,180,544,9479.4,12306.8,76072.5,77486.2,18,18,0,7,490.9,490.9,490.9,569.4,569.4,,,1.068,0.347,0.243,0.06,0.026,NA,190,,30,
apple,15,17,,15,3,1,40,275,666,113,14200,49778.5,101937.4,401150,1004909.2,1583548.4,431,6423.5,14200,101937.4,401150,1583548.4,3,96,1,14,2537.1,6302,10326.5,548.5,6805.6,,,0.455,0.83,0.856,0.309,0.542,1.09,0,,90,
apple,15,18,,17,0,2,85.5,85.5,85.5,40.6,10905.4,10905.4,10905.4,110689.9,110689.9,110689.9,85.5,566.5,10905.4,13927.6,110689.9,112201,20,20,0,13,742.9,742.9,742.9,1123.7,1123.7,,,2.138,0.198,0.359,0.293,0.072,NA,300,,25,
apple,15,19,,17,0,2,134,134,134,45.5,19154.3,19154.3,19154.3,217880.1,217880.1,217880.1,322.5,947,19154.3,24262.5,217880.1,220434.2,24,24,2,15,1453,1453,1453,1211.4,1211.4,,,3.35,0.748,0.403,0.573,0.141,NA,20,,25,
apple,15,20,,17,2,1,30,235,406.5,101,9519,35578.5,57677.7,240355.4,603759.2,853828.4,391,4870,9519,57677.7,240355.4,853828.4,1,49,2,7,1305.9,3764.9,5593.5,569.9,3922,,,0.75,0.907,0.894,0.515,0.542,0.717,2,,90,
apple,15,21,,20,0,2,101,101,101,37.2,11803.6,11803.6,11803.6,109773.4,109773.4,109773.4,145,814.5,11803.6,16286.7,109773.4,112014.9,17,17,9,8,753.9,753.9,753.9,753.7,753.7,,,3.367,0.371,0.368,0.577,0.135,NA,150,,25,
apple,15,22,,20,3,1,65,205,275.5,77,15723.7,26059.5,36355.1,302680.7,363403.8,503699.6,361,4025.5,15723.7,36355.1,302680.7,503699.6,13,31,8,16,2066.7,2459,3533.7,951.2,2598.4,,,2.167,0.923,0.762,1.583,0.632,0.91,0,,90,
apple,15,23,,22,0,2,33,33,33,25.9,2685.1,2685.1,2685.1,17386.1,17386.1,17386.1,152,756,2685.1,7227.8,17386.1,19657.5,4,4,7,6,136.4,136.4,136.4,541.5,541.5,,,0.508,0.421,0.336,0.066,0.039,NA,120,,0,
apple,15,24,,22,0,2,140,140,140,23.5,10335.8,10335.8,10335.8,60723.1,60723.1,60723.1,296,909,10335.8,15167.6,60723.1,63139,8,8,21,12,392.3,392.3,392.3,153.5,153.5,,,2.154,0.82,0.305,0.19,0.111,NA,270,,0,
apple,15,25,,22,0,1,37.5,37.5,37.5,64.6,7610.5,7610.5,7610.5,122909.7,122909.7,122909.7,140,2295.5,7610.5,21797.9,122909.7,130003.4,6,6,25,35,938.3,938.3,938.3,952.2,952.2,,,0.577,0.388,0.839,0.454,0.266,NA,0,,90,
apple,17,1,127,0,4,1,91,419,2241,173,49458.1,123991.2,348286.5,2139062.5,3928712.6,6443496.5,419,2241,49458.1,348286.5,2139062.5,6443496.5,5,308,2,18,13330.1,25274.9,42532.7,76.8,16007.9,,,NA,NA,NA,NA,NA,1.045,,,,
apple,17,2,127,1,2,2,30,172,396,85,8011.1,33413.2,53675.3,170235.1,548872.1,694896.4,172,396,8011.1,53675.3,170235.1,694896.4,2,49,1,15,1066,3816.3,4750.7,174.3,3372.3,,,0.33,0.411,0.491,0.08,0.112,1.084,,,,
apple,17,3,127,2,0,3,124,124,124,27.9,10868.7,10868.7,10868.7,75808.9,75808.9,75808.9,124,124,10868.7,10868.7,75808.9,75808.9,11,11,6,15,499.2,499.2,499.2,358.6,358.6,,,4.133,0.721,0.328,0.468,0.105,NA,,,,
apple,17,4,127,2,2,2,24.5,142,242,84,6465.4,25402.1,34795.5,135773.4,378637,448852.4,142,242,6465.4,34795.5,135773.4,448852.4,6,36,3,15,1077.2,2750.3,3185.5,146.3,2839.4,,,0.817,0.826,0.988,1.011,0.671,0.5,,,,
apple,17,5,127,4,0,3,100,100,100,29.9,9393.4,9393.4,9393.4,70215.4,70215.4,70215.4,100,100,9393.4,9393.4,70215.4,70215.4,12,12,5,12,435.2,435.2,435.2,462.1,462.1,,,4.082,0.704,0.356,0.404,0.137,NA,,,,
apple,17,6,127,4,0,2,117.5,117.5,117.5,51.3,18936.7,18936.7,18936.7,242863.6,242863.6,242863.6,117.5,117.5,18936.7,18936.7,242863.6,242863.6,18,18,5,24,1673.1,1673.1,1673.1,2231,2231,,,4.796,0.827,0.611,1.553,0.525,NA,,,,
apple,17,7,127,1,0,2,118.5,118.5,118.5,54.4,20252,20252,20252,275426.7,275426.7,275426.7,118.5,118.5,20252,20252,275426.7,275426.7,17,17,13,26,2158.6,2158.6,2158.6,2224.4,2224.4,,,1.302,0.283,0.314,0.162,0.051,NA,,,,
apple,17,8,127,1,3,2,56,210,393.5,81.8,14391,29340.6,53475.9,294296.1,409781.6,684502.7,210,393.5,14391,53475.9,294296.1,684502.7,7,44,8,23,2296.4,2935.4,4712.8,391,3780.6,,,0.615,0.501,0.473,0.172,0.111,0.852,,,,
apple,17,9,127,8,0,3,126,126,126,33.5,13260.7,13260.7,13260.7,111058,111058,111058,126,126,13260.7,13260.7,111058,111058,11,11,11,11,761.9,761.9,761.9,511.7,511.7,,,2.25,0.6,0.41,0.332,0.162,NA,,,,
apple,17,10,127,8,0,3,154,154,154,30.9,14949.6,14949.6,14949.6,115485.5,115485.5,115485.5,154,154,14949.6,14949.6,115485.5,115485.5,15,15,6,6,639,639,639,397.6,397.6,,,2.75,0.733,0.378,0.278,0.136,NA,,,,
apple,17,11,127,8,0,2,57.5,57.5,57.5,60.2,10874.6,10874.6,10874.6,163663.1,163663.1,163663.1,57.5,57.5,10874.6,10874.6,163663.1,163663.1,11,11,5,11,1015.5,1015.5,1015.5,2480.3,2480.3,,,1.027,0.274,0.736,0.442,0.215,NA,,,,
apple,17,12,127,1,3,1,91,328,1242,120,34306.2,74533.1,171425.2,1029185.8,1789650.1,2649608.2,328,1242,34306.2,171425.2,1029185.8,2649608.2,8,193,14,36,6934.7,11944.8,17580.5,302.9,6553.8,,,1,0.783,0.694,0.52,0.413,0.842,,,,
apple,17,13,127,12,0,2,162,162,162,35.2,17914.6,17914.6,17914.6,157648.6,157648.6,157648.6,162,162,17914.6,17914.6,157648.6,157648.6,29,29,2,13,1006.1,1006.1,1006.1,716.1,716.1,,,1.78,0.494,0.293,0.145,0.057,NA,,,,
apple,17,14,127,12,0,2,180,180,180,29.8,16851.5,16851.5,16851.5,125543.7,125543.7,125543.7,180,180,16851.5,16851.5,125543.7,125543.7,39,39,3,11,868,868,868,480.1,480.1,,,1.978,0.549,0.248,0.125,0.049,NA,,,,
